,0
6548,동양 서양인이 팩트가 아니라 백인을 선택했다는게... 서양인도 흑인도 있는데
6549,저거 이기적인거 아니냐? 본인이 애를 가지고 싶어서잖아? 앞으로 태어날 애한테 물어본거 아니잖아? 애가 태어나서 아빠없는 삶을 산다 생각해보세요.아무리 엄마가 해주고 싶어도 못해주는게 있지요저건 절대로 칭찬 받을게 아니고 이기적이고 자기만 생각한 행동 입니다.
6550,"두 인생이 결합되는 결혼 생활은 싫고 내 아이는 가지고 싶고...인간 번식업하니? 본인이 감당해야할 선택적 몫에 대해 뭐라 할 생각은 없지만 자랄 아이가 가질 결핍이나 환경에 대해서는 충분히 고려해 봤을지... 한 아이를 키우는 데는 한 마을이 필요하다 합니다. 인간을 자라게 하는 것은 그 환경과 사람이지 돈과 자신의 사상, 소신만이 아니예요. 본인의 욕망과 이기심이 무엇이었는지 알게 되시길... 하긴 저런 사상이면 하나의 인격이 아니라 그냥 본인 맞춤 인형을 키우고 싶으셨던게 아닐까요? 저런 일이 미화되지 않았으면 좋겠습니다."
6551,애가 무슨 장난감인지 아냐 ㅉㅉ 저 아이 미래가 불쌍하다 애비없는 자식이라고 놀림받으며 상처받으며 아버지의 부재를 느낄것
6552,지발 당신 나라가서 비혼을 하던 미혼을하던 이혼을 하던 맘대로 하고 사세요~~~
6553,왜구는 코쟁이 좋아한다.
6554,"윤리적 문제가 민감한 사안인데, 일본도 아닌 한국에서 이런 걸 이슈화 시키는 이유가 뭔가 ?사유리 개인의 선택은 자유인가 ? 아이는 아빠없이 보통 사람들과는 전혀 다른 삶을 살아야하는데 ..아이가 무슨 반려견도 아니고, 누구를 위한 존재가 되는 건가 ?"
6555,제가 이상한건지는 잘모르겡ㅎ는뎌~~~ 신성한 생명을 자기만족을 위해서 저런 상황을 스스로 만들면 아이가 커서 격는 정체성 혼란은 어떻하나요?
6556,"일본은 역사적으로볼때 인식자체가 서양,특히 유럽 인자를 우성인자로 봅니다 그래서 일본은 백인혼혈이 많죠! 사유리는 동양인 정자가 있어도 않했을거예요 없어서 못하는게 아니고 일부로 안한거예요"
6557,ㄹㅇ 헛소리 하네. 니 입맞에 맞는 동양인 정자가 없었겠지. 저게 입맛에 맞는 개들만 교배해서 종을 개량 한거랑 뭐가 다르지? 서양인이랑 결혼해서 태어난 거면 인종 개량이라는 소리를 안들었겠지.다른 기사 댓글엔 개들은 예쁜애들끼리 교배해서 예쁜 애들 만드는데 왜 인간은 안되냐는 미친 인간도 있더라. 이건 교배 수준도 아님....그건 성행위가 있어야 하거든....얜 걍 애를 커스텀해서 낳은거임.
6558,선택적 비혼모라는게 앞으론 흔한 문화처럼 자리잡을까 그게 더 무섭다 시대는 빠르게 변화하고 남자와 여자의 유리천장이 깨질수록 개인주의는 점점 높아지겠지...이젠 사랑도 돈이고 결혼도 돈인 세상인데 혼자 산다는것에 익숙해 져야 하는 세상이 오는게 너무 무섭구나
6559,근데 솔직히 난 이기적이란 생각이 드는게애는 뭔 죄로 태어날 때부터 아빠없는 애냐?
6560,비혼이고 뭐고 떠나 돈 없으면 답 없다. 그리고 자식은 반려동물이 아니다.
6561,돈없고 능력없는 한국남자들은 동남아 여자 데려다가 동남아 혼혈 만들고 여유있는 여자들은 서양 남자 정자 기증받아서 백인혼혈 만들고 ㅎㅎ
6562,솔직히 동양인 아이는 인기가 없지.
6563,아기 이쁘네요 건강하고 밝고 착한 아이로 잘 자랄꺼예요 아이를 키우시면서 힘들기도 하겠지만 사유님씨 응원합니다
6564,그냥 일본가서 영원히 사세요 한국오지말고
6565,동양인 기증자가 없다구? 난 기증하고 싶은데!
6566,아이를 무슨 반려견수준으로 생각하냐..아이의 미래..아빠없는 아이의 미래는?그리고..자식을 무슨 애완용 수준으로 가지고 싶다고 가지고..버리고 싶음 버리고 할래?
6567,아니 진짜 그렇게까지 해서 꼭 아이를 지금 낳아야 했나? 그래 뭐 개인적인 선택이니 그냥 다 그렇다치고 그냥 대놓고 나 잘했다 하는 식으로 공개 이런거좀 안하면 안되나? 엄연히 단점들이 있는것도 사실인데 마치 아주 잘한 일인것처럼
6568,"사유리의 생각은 바로 ""우생학""적 세계관이다 히틀러가 주장한 백인 금발 우수한 머리가진 인간만 가치있다는, 정자기증은, 물임부부나 필요한거지, ""의도적""의로 애비없는 애를 만드는건 일종의 아동학대지, 퍠미년들이 말장난잘하는거처럼, 가스라이팅이니 뭐니, 하는거처럼 그루밍 아동학대라는지 말붙여야함, 아이라니 하게도 인권따지는 좉티비씨와 퍠미년들이 바로 이런 ""히틀러""적 세계관을 지지한다는거다. 이게 바로 진보의 밑 낯이지 인간을 공장상품처럼 최상의 물건을 맞춰서 나오며 ""불량품(동양인, 장애인 등등)은 가치가 없다는....."
6569,사유리~ 이해 안됨~~아버지도 없고~아이 생각은 안하나~
6570,인간의 가장 이기적인 행동!! 나중에 그 자녀가 의사를 물어보지도 않고 낳은 엄마에게 뭐라고 할지...생명을 낳는것도 낳지않는것도 모두 이기적인행동중에 가장 best of best !!
6571,뭐야...찾아보니까 사유리 귀화 한 줄 알았더니 그냥 일본인이네. 한국에 엄청 오래 살길래 귀화한 줄...따라서 백인 정자로 낳은 저 아들도 일본 국적임. 여기서 돈 더 벌다가 일본으로 돌아갈 생각이겠네요. 한국하고 전혀 관련이 없는 아이라서 한국에서 키워봤자 정체성에 혼란만 올테고 아들이면 성인이 됐을 때 군대도 가야할테고.
6572,분탕질시키는 기자를 다 보겠네.. 동양인이 기증을 안하는게 아니고 제도가 그런거지 우리나라는 아예 이런제도가 없고 이렇게라도 임신하려는 여자도 없고 일본은 법때문에 기증 안하고 미국유럽은 정자를 돈받고 팔잖아 똑똑한남자 잘생긴남자는 비싸게 받으니까 남아도는거고 우리도 돈준다 해봐라 줄서서 팔아제끼지
6573,애는 뭔죄 태어날때부터 아빠도 없고 이기적인 사유리 이기적인 사유리 나쁜인간
6574,일본여자가 서양넘 아이를 낳던 동양넘 아이를 낳던 검둥이 아이를 낳던 뭔 이슈가되나...그냥 우린 우리식대로 살자..비혼출산은 우리실정에 안맞는다. 득본단 실과 어려운 문제가 더많다.
6575,왜올려. 저걸 권장하나 도대체 몇번을 올려외국서는 기삿거리도 안될걸 한국에서는 자꾸 이슈를 해사유리 나중에 기자회견도 하겠어 이러다가
6576,전형적인 쩍바리사상 유럽혼혈을 조아하자나 가라 니나라로
6577,혼혈아기가 이쁘니 서양인 택한건 아니고??
6578,"정말 한국엔 뉴스거리가 없을까??현 시국에 한번이면 족할 기사내용을 ,,,,한심하고 안타까울뿐이다.지금 이 시간에도 한국, 한국인 들에겐 안타깝고 슬프고 기막히고 뿌듯한 기사거리가 참 많을 텐데."
6579,부탁인데 너네 나라 가라.
6580,뭔 자랑거리라고 비싼 지면할애해서 기사로 만드나? 정상적인 가정도 이루지 못하면서... 커는애들 가치관 혼란만 준다.
6581,역시 일본인은 서구인 추종한다
6582,이제 일본인과 서양인이 한국돈 가져가는거네
6583,자신의 아버지가 정자은행의 시험관 속 정자라는 사실을 어떻게 받아들일 수 있을까...사유리씨는 훌륭한 여자고 선택을 존중하지만... 아이는 심리적으로 너무 힘들 듯...
6584,자꾸 언론에 애기 데리고 나오는거 보니 왠지 앞으로도 쭈욱 애기 팔아서 돈벌이 할거 같다
6585,일본여자가 정자받아서 애난게 큰이슈인가~?? 다른 뉴스거리도 많을텐데
6586,EQ높은 흑인도 많을텐데..ㅎㅎ
6587,깨어있는척 좀 그만..
6588,나같아도 서양 유전자 얻겠다 동양인유전자 넣으면 똥송하기때문
6589,서양이든 동양이든 왜 오지랖인데 기레기야
6590,일본인들의 거침없는 백인 동경
6591,동양인인지 서양인인지 그냥 일본인 하나에 왜 자꾸 기사를 쓰는건지 알 수가 없다.
6592,사유리 그만좀해라
6593,아이를 물건사듯이 내가 원하는조건으로 만들어내는것 같아 안타깝다 내가 가지고싶어 만들어낸 아이이지만 저아이가 커서 자신의 존재를 어떻게 생각할지....안타깝다
6594,이 여자가 뭘 하든 관심도 없다만 문제가 되는건 저런 걸 보고 일반 여자들이 또 허황된 망상을 할것 같아서 이런 기사는 안내는게 좋다고 본다.
6595,동양인이든 우주인이든 우리같은 제3자는 그냥 편견없이 대해주면 되는거다. 이미 이 기사는 동양인이 아니라는 것에서부터 편견을 깔고 시작하는것 같다. 사유리의 선택에 중대 범죄 사실 없으면 기자도 그냥 가던 가. 다른 쓰레기 찾아보던가.
6596,"그런데 솔직히,,, 남의 애 얘기 안궁금하다."
6597,사유리씨 선택에대해 존중하고 십분 이해합니다 그래서 마음으로 응원하고 기도해요.. 그런데 기사화되어 수많은 악플이 달리는것을 보면 응원하는 사람으로서 참안타깝고 속상해요.... 사유리씨 밝고 사람의 시선을 즐기는 줄압니다만 이제는 심사숙고하고 신중한 선택을한 엄마로서 자중하시는것이.... ㅜㅜ. 악플들 ... 보는제가 다 속상하네요
6598,이 뉴스 없애라
6599,이게 탑기사로 떴죠? 네이버 지워야하나?
6600,"글쎄... 처음엔 응원했는데, 이것저것 따지고 재고하면서 고른거보니 아이가 성장하고 어른이되며 마찰이 생기면 어떻게할까싶다~ 이젠 일본으로 가서 활동하는거 추천!!"
6601,서양이든 동양이든 남일에 신경 끄세요
6602,이걸 한국에서 기사화한다는게.. 저런행위자체를 마케팅화하는 저 일본인이 참..
6603,홀로 부모의 길을 선택한 사유리 응원합니다 아기도 건강하게 엄빠 사유리도 건강하게 행복하세요~♡
6604,친일파니 난리면서 왜 일본인의 일이 뉴스인가 기사가 그렇게 없나 일본은 적대하면서 희얀한 나라의 일부 국민들
6605,이건 그냥 반려견 반려묘같은 반려아 아니냐...... 사람이 상품이냐 정자도 이것저것 고르고 따지고
6606,아이는 다국적이네. 아버지는 유럽 어머니는 일본 태어난곳은 한국
6607,애기 생각은 안하고 지만 생각하는 요즘 여자들~ 진짜 한심하다~ 편부 편모인 애들 봐라 어떻게 자라는지
6608,이런 기사 쓰지마세요. 당신이 사유리를 관종으로이상한사람으로 몰려고하나요? 당신 인생이나 잘살아요.
6609,댓글러중에서 본인 딸이 저랬다고 해봐 . 응원한다 어쩌구저쩌구 할수 있을거 같은지.
6610,밤새 매일 기증해줄수 있는데
6611,"아이의 입장에서 본다면 아주 이기적이다.아빠가 없는것도, 엄마와 다른 피부색과 눈동자.과연 그 아이가 행복할까.."
6612,그만써라 기자야어떻게해서 아이를 낳든 그게 무슨상관본인이 결정한거고 잘키우면 그만이지
6613,서양인이든 동양인이든 무슨상관이야~~~본인이 원한다는데ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 오지랖.
6614,"아~^^ 선택적 인종 결정, 좋은거 같습니다만.. 태어날 아이는 자신의 정체성에 혼란스러울거 같은데.. 아무튼 질키우세요.."
6615,키작고 못생긴 일본인 유전자가 싫었던건 아닐지...평소 백인에 대한 동경이 있었을수도
6616,찿아서 뭐하게. 가정 파괴시키게. 할일도 없다. 공직자들 비리나 조사해
6617,어이가 없는게 신원보장 된다고 정자기증 했는데 아이가 아빠를 찾아달라는거에 소송을 이겨버리면 기증자는 사기를 당한거나 마찬가지지 기증자가 어느날 갑자기 잘지내고 있는데 느닷없이 아빠라고 찾아오면 어떻겠음?? 아이의 바램도 중요하지만 애초에 정자기증한 사람에 용기와 프라이버시는 지켜줘야 되지않음
6618,이게그렇게이슈가될일인가요그만좀기사냈으면좋겠네요
6619,노관심🤚🤚🤚🤚🤚
6620,사유리는 왜 댓글허용이냐 그냥 놔둬라 왜 자꾸 건드냐
6621,서양인이 동양인보다 eq진 빡큔지가 높은줄 몰랐네
6622,이걸 기사라고 xx
6623,와 저러고 살까
6624,"나중에 애가 커서 아빠를 찾으면,,,? 니아빠는 나도 몰라 ,,, 이렇게 답할수 밖엔 없겠지,,,,,,,"
6625,본인 선택은 좋으나 .. 자의경우 본인 선택으로 된게 아니라 정체성의 혼란이 예상된다 .. 기증한 사람 밝히라고 소송한 사람의 심정도 이해가 감
6626,뭐어쩌라고 본인선택이니 관종짓하지말고 아기집중해서 잘키워라
6627,사유리가 남에게 피해준게 단 한개도 없음 애 기르면 너무 힘들어서 사우나 가고싶을 때 있어요 그럴 때 인스타에 올려요 애 봐주러 갈테니
6628,얘가 한게 뭐라구.....이 난리에??이 따위가 뉴스냐..?기자들은 남아 돌다 못해 넘치는가봐..
6629,부모가 다 있어도 애를 죽이는 마당에 저런사람은 알뜰살뜰 잘 키우겠지
6630,일본사람은 자기가 백인으류 착각하지.. 참 유별나
6631,기사거리 없으면 집에 일찍들어가서 발닦고 자빠져 자라.
6632,다필요없고 저 아이가 부디 상처없이 행복하게 자라기를 바랍니다
6633,죽을때까지 아빠가 누군지 모르면 ... 알려고 해도 할수 없는거면 어떤기분일까 ....
6634,별짓을 다하네요.
6635,아이생각하면 마음이 아프네요. 너무 이쁘던데
6636,서양인거 받은게 뭐 문제있어?!
6637,"서양아이 정자를 선택한 건 충격적이기는 하지만....., 사유리 개인의 선택이며, 자유이니 ......, 존중해줍시다 ....., 제3자들은 왈가왈부하지말고......,"
6638,일본여자가 결혼도 않하고 애비없는 애를 낳은게 그렇게 자랑거리냐? 그것도 일본여자가 저지른 일을.
6639,그냥 미혼모일뿐. 편모슬하에 자식은 무슨 죄냐. 엄청 이기적인 발상
6640,"아가 건강하게 잘 커서 비혼출산의 좋은 본보기가 되었음 좋겠네요, 현실은 녹녹치 않겠지만. 암튼, 아가 너무 이쁘네요. 참으로 용기있는그대 사유리. 화이팅!!"
6641,이런 뉴스는 쓰지 마세요 애들이 무엇을 본받을까 글구 애들이 크면 아버지 없는 아이가 될텐데 그애들 상처는 어찌 하려고 자기 만족위해 철저하게 이용 당하는거 아닌가? 하여튼 개념없는 사람 많아요ᆢ그리고 이게 뭐가 뉴스거리인가 기레기야 ᆢ할일 어지간이 없는 기레기 공사현장 젊은사람 없어서 중국인이 대신해요 노가다 하세요 ᆢ
6642,이기주의. 자기 좋자고 아빠 소리 한번 못불러보고 크게 될 아이생각은 왜 안해..
6643,사유리 용기있는행동 넘 멋있다
6644,일본 가축 사유리 번식을 더이상 다루지 마라.저게 사람이냐? 가축이지.
6645,동양인 정자 기증자 없다는건 구라 일듯 솔직히 우월한 백인 유전자 선택했겠지 사유리가 결혼 못한 이유를 알거 같다 동양인 보다 백인을 좋아한듯? 아버지 없이 자라야 되는 아이가 불쌍하다
6646,사유리씨는 백번 이해하지만.. 아들은 아빠를 찾아 정자은행에 가야한다는게 비극적이다..
6647,전혀 나쁜일이라 생각 안들고 남들이 이렇다 저렇다 이야기 할 부분이 아닌거 같은데 화나요 숫자보고 당황
6648,저 아이는 나중에 커서 아버지도 없고 아버지가 누군지도 알 수없는 기증정자로 태어난 거에 대해 어떻게 생각할까...나라면 정말 싫을거 같고 사유리를 엄청 원망할거 같다...자신의 행복밖에 모르는 이기적인 엄마라고...평범하고 정상적인 게 제일 좋은거다...나중에 저 아이는 학교에서 저렇게 아빠없이 태어난 걸로 놀림받고 왕따당할지도 모른다...
6649,사유리 뉴스에 응원하고 칭찬하는 댓글 보고 한심함. 첫째 사유리처럼 재력과 능력이 되는 여성이 얼마만큼 존재하며 학력 신체 외모 우수한 남자의 정자기증을 받기위해 여성에게 유혹을 떨칠수 없는 뒷거래까지 부로커까지 등장하는 부작용까지 나타남. 여성의 재정을 무리하게 부담하면서까지 고급정자를 받는 부작용까지 기사까지 나왔음. 둘째 아이의 아버지를 가질 선택은 없고 아이의 정체성 혼란까지. 셋째 이걸 신여성이며 깨어있고 앞서있고 행복해고 개념인처럼 조장하고 있고 계속 기사를 메인으로 양산해내는 언론들은 갈등조장 근원임
6650,이런 뉴스로 적령기의 처녀들 유혹하지 마라
6651,딱히 아빠가 있다고 해서 잘자라는것도 아닌것 같은데 왜들 아빠없다고 난리옄ㅋㅋㅋㅋㅋ
6652,이게 기사꺼리냐?일본애가 애낳다는게 기사거리냐고?머 어쩌라고?
6653,댓글 다는 놈들한테 태어나는 것보다 훌륭한 일이다. 세상에 태어난 아이는 모두 소중하가. 이걸 품평회로 여기는 썩은 인간들은 태어날 가치도 없었다.
6654,이분 사생활 알고싶지 않아요 ~~자기 하고싶은대로하고 가고 싶은대로가고 ~기사는 올리지 않았으면 좋겠네요
6655,기증에 의한 출산을 반대하지는 않는다. 또한 사유리를 응원한다. 다만 조용히 키웠으면 좋겠다.
6656,이런거 뉴스취급하지 맙시다
6657,자랑이라고..기냥 조용히 살자
6658,일본인 얘기네요한국에서 돈벌어가는
6659,토나오는 페미들 글 써 놓은거 봐라
6660,아빠없이애낳은게 무슨대단한거라고 애가아빠찾으면 뭐라할건데~ 너무이기적이야~~
6661,까도까도 놀랍다.. 근데 일본은 서양 외모 좋아하고 혼혈 양성하잖아.. 선택해서 서양인 정자 기증으로 받았겠지
6662,내가 알았으면 그자리에서 빼줬을건데.....
6663,쌉관종
6664,일본인 기증자가 왜 없냐? 말이 되는소릴해야지..그냥 지입맛대로 ..애가 장난감이냐
6665,사유리 유튜브에서 EQ를 제일 중요하게 생각한다며 그 점수가높은 아이를 골랐다고 했다. 동양이든 백인이든 뭐가중요한가...나라도 내가 원하는 정보가 많은 유전자룰 택하겠어... 사유리 힘내요!!
6666,3-4년 후에 육아프로그램에 나오겠네. 우리나라는 백인권 혼혈에 환장하지.
6667,친모 친부가 학대하는거 봐라사랑으로 잘 키우는게 최고야
6668,백인으로 태어난게 복이지.
6669,애 이용해서 돈벌러 한국 오지마라
6670,"서양이 고치도 크고, 키도 크고, 잘 생겨서 좋다는디 ᆢ왜 말들이 많은거냐"
6671,아빠없이 자랄 애가 불쌍하다 애가 무슨 다마고치인줄아나 ㅋ
6672,"뭐든 이여자 관련 기사 고만 내길.. 일본가서 살았으면.. 앞으로 애들고 나와 얼마나 설쳐대겠어요. 일본제품은 불매하면서, 왜 이여자는 자꾸 내보냅니까"
6673,정자를 매혈하듯이 팔아 생계를 유지하는 서양남자라 ㅋㅋ 안봐도 어떤놈인지 비디오다 ㅋㅋ
6674,"이기적이다 태어나보니 아빠는 없고 엄마만 있는, 부모 다 있을 권리는 정작 아기에겐 없는건가?"
6675,공감 따지면서 정작 자기 아기에 대한 공감은 없다이건 사이코패스급 아닌가? 이를 인지 못 하는 것도 심각한 도덕적 불감증이다.비정상을 정상으로 호도하지 말기를 이걸 정상으로 보는 건 잘못된 극단적 페미니즘이다.
6676,일본녀가 서양남자 씨 사서 애 낳은거 갖고 왜 한국에서 이리 난리침까? 걍 남의나라 남의 얘기니까 신경 끄고 우리나라 애들부터 관심 가집시다. 어제 광주에서 보육원 나와야될 때 된 고딩 남자아이가 뛰어내렸어요. 난 그런게 더욱더 가슴 아픕디다ㅜ
6677,자식이 나중에 이런 사실을 알게 되었을 때 어떤 생각이 들까요?
6678,비혼출산...아이에겐 안좋을듯...
6679,"동양인인지, 서양인인지 왜 중요한데? 그 중요성을 왜 사유리 인생에 아무런 영향도 없는 타인들이 관심이 많고 동양인기증자가 아니라는것에 왜 말이 많은데? 무슨 도움을 줄꺼라고? 악플과 간섭으로 괴롭히지나 말고 아기하고 행복하게 살기를 바라기만 하면 된다."
6680,이해안감.
6681,우아! 견해가 천차만별...남자는 데리고살기 싫고 남의 아이도 싫고 이건가? 애가 크면 자기 존재성과 정체성의 대한 논란은 어떻게? 욕구충족으로인한 비혼모의 개인주의 이기주의 아닌가? 여하튼 축하!
6682,자식키우는게. 강아지키우는거랑은. 비교도 안될만큼 힘든데. 아들키워본사람은. 안다 ㅠ 자기가 하고싶은거 남들이 다하는거 해보고 싶어서가. 아니라. 진정사랑하는 맘으로. 인내하며 키우길바란다 글고 뭐공개까지. 할필요가 있었나.
6683,적당히 해라 본인 욕심 때문에 졸지에 아빠 없은 아이가 됬는데
6684,흠. 본인욕심인건 맞고. 저아기는 아빠를 가질 기회나 선택권조차없었던것도 맞고. 성장과정내내 가정내 소속감보다는 외로움이 엄습할 가능성 크고. 이정도는 누구나 예상할수있는 부분이니 사람들이 염려하는자체를 비난할필욘없다본다. 그리고 뭐 저여자도 다 감안하고 일저지른거겠지. 집안 재력도있고 나름 똑똑하기도한 여성이니 웬만한 서민층보단 잘키우며살겠죠ㅎ
6685,소신있게 선택한 일에 대해 일일히 설명 마시고 아이와 행복하시길 바랍니다. 많은 사람이 당신의 결정을 존중합니다.
6686,얘는 일본에서 애낳고 일본에서 살고있는데 왜 자꾸 나오는지 모르겠네 정자가 누구거건 기사거리냐?
6687,애 기사는 이제 고마해라
6688,이게 뭐라고 매번 실시간 기사로 뜨냐?관심좀 주지말자 기자야.알아서ㅜ잘하겄자. 어쩌라는거냐.난 진짜 튀는 행동한 사람 모두 싫어졌다
6689,동양인이던 서양인이던지가 중요한게 아니고 자신의 아빠의 존재가치가 없어진 외로움은 평생 자신의 올무가 될수도 있겠죠.
6690,꺼져줄래? 관심없다
6691,동양인 말고 서양인 선택한거겠지 ㅋ
6692,머하러 기사를내 저여자가 머라고~~
6693,나 같아도 이왕이면 크리스티안 호날두 정자 받고 싶겠다
6694,난 여성이지만은 다음생에 또 태어난다면야 백인남성으로 태어나고싶네.
6695,서양문화권에서 키우는게 아이에게 덜 상처가 될것같다.일본이나 우리나라에선 평생 원치 않는 관심 속에서 자라야 하는게 안타깝다.
6696,이걸 뉴스라고 보도하는 것들이 문제지!
6697,안물안굼지면 낭비
6698,뭔 종돈도 아니고ᆢ
6699,댓글들 ㅈㄴ웃기네ㅋㅋ결국 아빠없어도 엄마가 돈이 많으니까 행복할수있다 같네ㅋㅋ기승전 머니~
6700,"윤설영 기자는 이 이슈를 왜 기사화했을까?? 이 사실을 국민이 알아야 될 필요가 있음? 그저 개인의 선택이고 사생활의 영역인데, 오버하네. 그 동안 여성, 여성 해왔던 게 다 쇼였고, 국민을 속여왔다는 걸 증명하네. 사유리 씨가 이 기사를 고마워하겠냐? 윤설영 기자 뿐만 아니라, JTBC 기자들은 제발 생각 좀 하고 살길 바란다. 잘 모르겠으면 입 닥치고 있어, 나대지 말고... 니네들은 어쩌다가 이런 괴물이 돼버렸냐?? 말세다, 에휴..."
6701,이게 뉴스 꺼리가?
6702,사유리는 서양 남자를 통해서라도 사랑스러운 EQ 아기 만들겠다고 하는데 항국 여자들은 낙태를 해서라도 자기 앞을 막는 10알가튼 아기들은 다 없애 버리는 종족이죠.
6703,"진짜 대단하다.. 애 낳는거부터 혼자하면 정말 외로울텐데, 남편이 있어도 쉽지 않은 것을.. 진짜 대단하다."
6704,이런게 왜 기사인건지 모르겠네요 사유리개인 일 아닌가요?기자님 보고 읽는게 좋으면 다른 기사를 쓰세요 ㄱㅅㅂㅅㅇㅆㄴㅁ
6705,아이는 반려동물이 아닙니다.
6706,남자 40대 38%가 이기사에 관심을 가지고 있습니다
6707,"법 테두리 안에서의 개인적 선택이라 나와 다른 생각을 가졌긴 하지만 존중은 하겠다. 하지만 부모, 자식, 가족은 사랑을 토대로 뿌리가 있어야 하는 것이 아닌가? 싶어 이 상황은 좀 낯설다.난 우리 아이들에게 아빠, 엄마란 존재로서의 자리로 있어줌이 당연하고 다행스러운데...아빠가 없는 현실에 마주 할 때의 자녀는 어떨까? 싶은 염려가 든다."
6708,뉴스거리가 글케 없냐???뭐가 대단한데...???한국인이야???아 지가 잘 키우던 말던...언론에서 왜케 떠들어 대냐???그럴 시간에 주위에 힘든 연말 보내는 사람없나..좀 찾아봐라...에휴...
6709,결론은 그거네. 내 아버지가 누군지 알고 싶어서 소송을 많이 건다는 거고. 그러니 동양인들이 꺼리는 거지. 근데 지 정자를 왜 기부하는 건지 모르겠어. 세계적인 생물학 아버지가 되고 싶은 거야?
6710,뻥치시네....혼혈아가 잘생기고 이쁘니까 혼혈아 낳고 싶어서 그랬던거지. 무슨 찾을라면 얼마든지 동양인 정자 찾을 수 있거든.
6711,유럽가서 뜨밤보내고 온거 아이가
6712,작금의 현실은 개인의 모든것이 타인들과 공유가 이루어지는 사회이고 단체사회에서 개인의 특수성과 그 영역을 인정해주는 개인사회로 바뀌고 있는단계이다. 허나 개인의 이성적 판단이라고 할지라도 어디까지나 그 한계의 영역은 전체 구성원들이 보이지 않는 약속내에서 허용이 될수 있다. 본인 스스로가 결정해서 탄생한 축복받은 아이라면 올바르게 키우면 될것이지 굳이 내아이가 무슨 유전자를 가지고 태어났는지에 대해 타인들과 공유할필요는 없지 않았을까? 생각해보라. 입양한 아이를 이사람저사람에게 사진올리며 드러내놓을때 아이가 감뇌할 부분은 없을까?
6713,애비없는 아이가 나중에 성인즘 돼서 시험관으로태어났다고 알때 얼마나혼란스러울까 애씨공장으로부터 씨앗받아서낳았다고해봐라 정체성에 힘들게살지않겠냐 똑같은씨로 세상에 비슷한인간이수천명있다고생각해봐할짓이냐고 다이기적유산일뿐이지 차라리 입양해서키워죠 버린자슥이쁘게 키운보람이얼마나 크며 사유리고홈해라 히부리마라
6714,누구정자를받든 남의 사생활을 너무 기사화하네
6715,인류의 질서는 자연적인 것이 가장 건강한 것이다.
6716,생각해보니 아이도 아버지를 가질권리가 있다고보고 나중에 아이가 내아버지는 어디있어?? 하고 물을때 그어머니는. 뭐라답할것인가?? 거짓말이 나오겠죠??
6717,오 이제 여자가 우월 유전자 골라서 임신하는 시대가 멀지 않았구나
6718,별 시덮잖은 사꾸라계집의 사생활을 뭐하러 보도하는가?
6719,"아무리시간이흘러도 대한민국에 비혼출산은 없을거여..그리고 동양인이든 아니든 무슨상관이고비혼이며 어떻다고,능력되니 낳은거고 보란듯이잘키우면되지.기자의 의도는 뭐지."
6720,신선한 정자 배달해드립니다.
6721,외국인이애르낳던말든 기사쓰지마라 일본인이라서더싫음
6722,뭐 이런걸 기사화 하고있는지. 할일이 그렇게 없나 기자분.
6723,없었다가 아니라 거의 없었다 아닌가요?! 제목 똑바로 합시다
6724,시집갈 사람이 그렇게도 없었나 ?
6725,조만간 정자도 돈받고 팔릴듯....서울대정자..하버드정자...
6726,동양인이 책임감이 크구나~내 새끼가 어디서 어떻게 살지 모르는데 함부로 풀어놓으면 안되지
6727,"수 조원에 달하는 정자,난자은행. 우생학에 심취한 빌 게이츠와 하수인들의 Eugeneticable한 놀음. 사유리는 100% 연관있다."
6728,야 아이가 물건이냐~? 그 아이가 태생을 알고 아빠에 부재 주위에 시선등 그 아이를 생각하고 그런짓을~ 쯔쯔쯔 성진국에서 오지마라
6729,한국 오지마라~이런건 기사쓰지말고
6730,"제발 뉴스다운 뉴스를 내보내길~사유리 본인도 화제가 된다는 걸 절대 원하지 않음.그냥 본인인생, 본인이 선택하는거지!!!"
6731,소중한 하나의 생명을 꽃피우신 사유리씨를 응원합니다 ! 아이에게 훌륭한 어머니가 되어 넓고 아름다운 세상을 보여주시길 믿어 의심치 않습니다 !!
6732,무엇을하던상관없는데 그냥일본에있어라 괜히울나라 들어와서피곤하게하지말고...
6733,인종은 무관하고 이큐만 고려했다고요?동양인 정자가 없어서라고요? 흑인정자밖에 없었다라도 결과가 똑같았을까요? 그 정자 기증받아 낳았겠어요 ?
6734,기사 좀 내리시지요
6735,아기 이쁘다~이쁘게 잘키우세용
6736,나중에 로봇 남편도 사오면...완벽한 가정입니다
6737,놀랍게도 기증국가들이 세계에서 자본주의를 가장잘하고 민주주의를 가장 잘하는 국가라니 놀랍다! 대국에서는 강고하고 숭고한 정신이 생겨나는 법이다!
6738,꺼져 ㅡ 그만 떠들고 ㅡ 자식이 귀할수록 손에 꽉쥐면 안되는거야 ㅡ 선택적 비혼모 ㅡ뭐라 할수 없지만 ㅡ 자식 가지고 관종직 그만해 ㅡ 썩ㅡ꺼져
6739,동양이든 서양이든 생명을 품어 기른다는 거 자체가 대단한 일인겁니다 안 그래도 한국 일본 저출산 국가인데사유리님 대단하십니다
6740,사람이 말하는데 있는그대로 못받아들이는 사람들도대체 얼마나 꼬인거야 ? 불쌍한 영혼들
